Tunnel cluster ID, Priority, Average throughput, Standard deviation
1, 0.3905108768849375, 0.5559037188597346, 0.130908976304998, 
2, 0.2702530074836987, 0.4139318215889562, 0.08880253184882107, 
3, 0.24337160863502863, 0.42678209630200675, 0.11003982378569009, 
4, 0.16456837018438225, 0.3904465253394167, 0.08488688730941153, 
5, 0.1380348250785401, 0.43953194301324605, 0.10843471112755662, 
6, 0.06612381348117038, 0.5714986736586869, 0.10719119814035195, 
7, 0.05441557228232975, 0.2992856475528136, 0.07255239176069493, 
8, 0.04988722667650417, 0.2081501526847243, 0.03270152670071292, 
9, 0.03414762794094633, 0.3178356139118851, 0.10420156419750608, 
10, 0.02758934682984807, 0.41728887080145205, 0.050246510804483, 
11, 0.02046006776778793, 0.2250607454456672, 0.06470652080521681, 
12, 0.017455305337231608, 0.4224183891610049, 0.10954530087161023, 
13, 0.015850031210146654, 0.27397911091824934, 0.06479124308572604, 
14, 0.015290443113924294, 0.23126795209810494, 0.04929646499981737, 
15, 0.014100465565825587, 0.42653908336622404, 0.06994279712684143, 
16, 0.01280101481944249, 0.5163075977175138, 0.017484473235349084, 
17, 0.011589216852089112, 0.17528690488784782, 0.03534927538971975, 
18, 0.011314405228216117, 0.27380860652283007, 0.067993099823947, 
19, 0.010279499018922156, 0.17768848304136872, 0.04952486879602683, 
20, 0.010087360332864198, 0.20342843337942798, 0.04840438398387563, 
21, 0.010057223359536703, 0.24338480530078824, 0.02932086578956731, 
22, 0.009367616307721337, 0.28337039330857045, 0.04020117189215296, 
23, 0.008772974392277094, 0.3538433004885095, 0.04497962235627335, 
24, 0.008066936646980495, 0.3253664447615467, 0.040901657834459884, 
25, 0.008029812112281966, 0.32386908852870594, 0.03795048391786167, 
26, 0.007550244481696787, 0.15226326371421853, 0.02672062436247845, 
27, 0.00716685943173018, 0.21679749780983792, 0.05900022513318005, 
28, 0.005874015537632962, 0.11845931334226474, 0.026034893032598424, 
29, 0.0053740533928325965, 0.16256511513318606, 0.010483976209902688, 
30, 0.0035087520665654107, 0.1415196666848049, 0.039914440638495655, 
31, 0.003266974857145649, 0.19765197885731176, 0.032052545438554764, 
32, 0.0029045100528630884, 0.3514457163964337, 0.0, 
33, 0.002783028105161518, 0.33674640072454365, 0.0, 
34, 0.0027476644462819133, 0.16623369900005575, 0.022651565105998417, 
35, 0.002498976921142666, 0.1511881037291313, 0.07052730980522195, 
36, 0.0024565769699853818, 0.2972458133682312, 0.0, 
37, 0.002377606061684992, 0.09589677782129469, 0.009180536247522164, 
38, 0.002049974515788927, 0.24804691641046017, 0.0, 
39, 0.002013542360722426, 0.08121287521580452, 0.010335881426355603, 
40, 0.0019871557563568383, 0.24044584651917744, 0.0, 
41, 0.0019192971183239064, 0.11611747565859634, 0.04669439790509564, 
42, 0.0018767394588349111, 0.22708547451902425, 0.0, 
43, 0.0017993947632561026, 0.2177267663539884, 0.0, 
44, 0.0017170292570017629, 0.20776054009721331, 0.0, 
45, 0.0012339990549674416, 0.14931388565106044, 0.0, 
46, 0.0012151096818759552, 0.07351413575349529, 0.03290662385246297, 
47, 0.0011757561705003296, 0.1422664966305399, 0.0, 
48, 0.0011084278234877868, 0.13411976664202221, 0.0, 
49, 8.124945547891775E-4, 0.09831184112949047, 0.0, 
50, 7.008387683486353E-4, 0.08480149097018487, 0.0, 
51, 6.633261419213338E-4, 0.0802624631724814, 0.0, 
52, 3.1870761022958013E-4, 0.03856362083777919, 0.0, 
