Tunnel cluster ID, Priority, Average throughput, Standard deviation
1, 0.5244811634946019, 0.5931048671294097, 0.08292687756586449, 
2, 0.5173236826275517, 0.5961539580755595, 0.07496668316960955, 
3, 0.42655660219135394, 0.5110232560906319, 0.09337440271566846, 
4, 0.39437978960214465, 0.5485052246190747, 0.0887786213545517, 
5, 0.31677297961897133, 0.6844559023909916, 0.08080333091869801, 
6, 0.20103159250480818, 0.47695730770748607, 0.13006236526225018, 
7, 0.18417825122294043, 0.45480751832603655, 0.07910258212560031, 
8, 0.1057882333057437, 0.4740880085183329, 0.09207379623405991, 
9, 0.09083663717883304, 0.4778796999408173, 0.11305708247035388, 
10, 0.05171625187235637, 0.26073610318979673, 0.04079416660476862, 
11, 0.04719423726760639, 0.4392694391831056, 0.08433800788974101, 
12, 0.03932260172257983, 0.4325486189483781, 0.0766007007835974, 
13, 0.03294801424313101, 0.22148387352326956, 0.05262405360635496, 
14, 0.029933467981061196, 0.36219496257084044, 0.10806134003714522, 
15, 0.027557510514248776, 0.22229725148160678, 0.06139114156125709, 
16, 0.024692011909222055, 0.3319703823350965, 0.04937696908884079, 
17, 0.024452018848190742, 0.22759186774085227, 0.03735733913984678, 
18, 0.023920314484718735, 0.3215953391834408, 0.0782279410686589, 
19, 0.02279672335167273, 0.39405764650748576, 0.08389035120777699, 
20, 0.015218575586475075, 0.306907940993914, 0.06891380825192556, 
21, 0.011536035002506046, 0.2791720470606463, 0.06270051561834543, 
22, 0.008411561631579027, 0.16963315957017702, 0.04888236013176152, 
23, 0.00826673098469097, 0.1428963498782296, 0.04518429817647588, 
24, 0.007947431342487864, 0.1923278384882063, 0.06581490388184344, 
25, 0.00650600868395418, 0.3936135253792279, 0.003385802750643596, 
26, 0.005799346863775017, 0.23390699017225902, 0.02007091188485259, 
27, 0.005761659545040378, 0.13943216098997716, 0.037735190335173134, 
28, 0.005687452121070915, 0.13763634132991615, 0.027147204414448407, 
29, 0.005278305949124284, 0.09123928854914834, 0.02244597258434838, 
30, 0.005207443121905397, 0.21003353925018434, 0.017201281599340115, 
31, 0.004695025195163337, 0.18936601620492124, 0.028490488712605146, 
32, 0.004442490861181438, 0.1075082788405908, 0.025768338033535405, 
33, 0.004293588836133445, 0.17317474972404892, 0.009089375262594717, 
34, 0.003948611746110804, 0.2388910106397036, 0.015571222764872855, 
35, 0.0036117675514752766, 0.21851193686425424, 0.004612351008385404, 
36, 0.0035776673097190586, 0.21644887223800305, 0.05271664970432535, 
37, 0.002992124526698961, 0.36204706773057427, 0.0, 
38, 0.002681699092043159, 0.3244855901372223, 0.0, 
39, 0.0026736865900105415, 0.16175803869563776, 0.03407857293891296, 
40, 0.0026513811220364135, 0.16040855788320302, 0.030474966348692498, 
41, 0.002311356822774391, 0.13983708777785064, 0.02820147075252758, 
42, 0.0022660336274488093, 0.27419006892130593, 0.0, 
43, 0.002178824236803534, 0.1318188663266138, 0.03338613203798289, 
44, 0.0020687884212471784, 0.2503233989709086, 0.0, 
45, 0.0019696813030875364, 0.23833143767359188, 0.0, 
46, 0.0018910191375857614, 0.22881331564787713, 0.0, 
47, 0.001845514074912067, 0.0744357343547867, 0.03345287175110803, 
48, 0.0016456662111927357, 0.06637520385144034, 0.011643152070663122, 
49, 0.001624006147523769, 0.19650474385037603, 0.0, 
50, 0.001595807211858685, 0.09654633631745044, 0.012265216037531085, 
51, 0.0015795543367706517, 0.19112607474924886, 0.0, 
52, 0.001467164300411632, 0.17752688034980746, 0.0, 
53, 0.0013110639048673973, 0.15863873248895508, 0.0, 
54, 0.0011808873783272602, 0.14288737277759847, 0.0, 
55, 0.0011275632807632378, 0.13643515697235178, 0.0, 
56, 0.0011149924846810973, 0.13491409064641277, 0.0, 
57, 0.0010677849179661033, 0.1292019750738985, 0.0, 
58, 0.0010652802587589596, 0.1288989113098341, 0.0, 
59, 0.0010544952696302985, 0.06379696381263306, 0.011706229663309173, 
60, 0.0010138448925233916, 0.12267523199533038, 0.0, 
61, 9.842798920852549E-4, 0.11909786694231585, 0.0, 
62, 9.219965266780949E-4, 0.11156157972804949, 0.0, 
63, 9.130664397658812E-4, 0.11048103921167163, 0.0, 
64, 8.93280848264547E-4, 0.1080869826400102, 0.0, 
65, 8.926870957498352E-4, 0.10801513858573006, 0.0, 
66, 8.618804810191096E-4, 0.10428753820331227, 0.0, 
67, 8.199747071146528E-4, 0.09921693956087298, 0.0, 
68, 7.495492532241015E-4, 0.09069545964011629, 0.0, 
69, 7.1369867032505E-4, 0.08635753910933106, 0.0, 
70, 6.933912637892661E-4, 0.0839003429185012, 0.0, 
71, 5.482456182779209E-4, 0.06633771981162842, 0.0, 
72, 5.313039207616001E-4, 0.032143887206076804, 0.005463273526834629, 
73, 5.229258694991905E-4, 0.06327403020940205, 0.0, 
74, 4.833230287600384E-4, 0.05848208647996465, 0.0, 
75, 4.126944720622996E-4, 0.04993603111953825, 0.0, 
76, 3.885177242353325E-4, 0.047010644632475236, 0.0, 
77, 3.827937360658448E-4, 0.046318042063967224, 0.0, 
78, 3.346684591219504E-4, 0.040494883553756, 0.0, 
79, 3.161642615031195E-4, 0.03825587564187746, 0.0, 
80, 3.049106304115047E-4, 0.036894186279792074, 0.0, 
81, 3.0228656465729523E-4, 0.036576674323532725, 0.0, 
82, 2.9482168508210055E-4, 0.035673423894934164, 0.0, 
83, 1.2535641066385757E-4, 0.015168125690326766, 0.0, 
84, 5.910626780037331E-5, 0.0071518584038451705, 0.0, 
