snapshot,volume_A3
532,27.430
533,80.350
534,113.380
535,38.900
536,95.330
537,64.060
538,74.310
539,115.780
540,111.940
541,146.180
542,40.890
543,102.950
544,101.540
545,59.430
546,30.630
547,32.270
548,0.000
549,76.530
550,0.000
551,30.550
552,55.730
553,0.000
554,71.730
555,0.000
556,50.840
557,0.000
558,52.060
559,0.000
560,0.000
561,25.380
562,29.920
563,0.000
564,54.970
565,0.000
566,79.310
567,55.130
568,70.760
569,92.080
570,57.650
571,84.790
572,92.350
573,89.350
574,120.530
575,92.980
576,92.710
577,53.620
578,96.480
579,151.450
580,149.700
581,139.180
582,103.350
583,119.930
584,27.570
585,93.170
586,92.790
587,73.060
588,77.210
589,100.090
590,92.340
591,73.480
592,81.670
593,113.100
594,76.600
595,76.570
596,125.310
597,86.470
598,110.280
599,62.360
600,83.580
601,34.980
